queryid,calls,total_ms,mean_ms,max_ms,rows,shared_blks_hit,shared_blks_read,temp_blks_read,temp_blks_written,wal_bytes,query_sample
3337295325342523197,50,2.20,0.04,0.40,50,181,2,0,0,14458,"INSERT INTO migrations (""id"", ""name"", ""hash"") VALUES ($1,$2,$3)"
5403545826905200090,1,2.14,2.14,2.14,4,13,0,0,0,0,"select rm.user_id, rm.role, r.slug from public.restaurant_memberships rm join public.restaurants r on r.id = rm.restaurant_id where rm.user_id = $1 order by r.slug"
426095097594445136,12,1.74,0.14,0.80,12,177,0,0,0,3980,"UPDATE ""users"" AS users SET ""role"" = $1, ""updated_at"" = $2 WHERE users.id = $3"
3365402895464766725,67,1.73,0.03,0.11,67,144,0,0,0,9135,"INSERT INTO ""realtime"".""schema_migrations"" (""version"",""inserted_at"") VALUES ($1,$2)"
5360251647081715348,34,1.68,0.05,0.13,34,63,0,0,0,0,"select set_config('search_path', $1, true), set_config($2, $3, true), set_config('role', $4, true), set_config('request.jwt.claims', $5, true), set_config('request.method', $6, true), set_config('request.path', $7, true), set_config('reques"
-6475819598641688648,2,1.67,0.84,0.84,2,376,0,0,0,0,"SELECT pg_catalog.obj_description($1::regnamespace, $2)"
-5340225314920111913,68,1.66,0.02,0.05,2211,66,0,0,0,0,"SELECT s0.""version"" FROM ""realtime"".""schema_migrations"" AS s0"
6972830137083892210,67,1.63,0.02,0.12,67,136,0,0,0,10168,insert into schema_migrations (version) values ($1)
4428565640175106611,96,1.58,0.02,0.05,96,192,0,0,0,0,"SELECT mfa_amr_claims.authentication_method, mfa_amr_claims.created_at, mfa_amr_claims.id, mfa_amr_claims.session_id, mfa_amr_claims.updated_at FROM mfa_amr_claims AS mfa_amr_claims WHERE session_id = $1"
-803669021344718684,160,1.53,0.01,0.04,160,0,0,0,0,0,"SELECT current_setting($1)::integer, current_setting($2), version()"
8544740146418156004,3,1.52,0.51,0.87,19,351,0,0,0,0,"select column_name, data_type, is_nullable from information_schema.columns where table_schema=$1 and table_name=$2 order by ordinal_position"
-5177437022918930568,20,1.42,0.07,0.66,20,0,0,0,0,0,select setting from pg_config where name = $1
-2989875153471732559,67,1.32,0.02,0.05,67,66,1,0,0,0,SELECT EXISTS (SELECT schema_migrations.* FROM schema_migrations AS schema_migrations WHERE version = $1)
-121405077930479355,1,1.31,1.31,1.31,30,21,0,0,0,0,"select name, setting, unit, source from pg_settings where name in ( $1,$2, $3,$4, $5,$6,$7,$8,$9, $10,$11,$12, $13,$14,$15,$16, $17,$18, $19,$20,$21, $22,$23,$24, $25,$26, $27,$28, $29,$30 ) order by name"
-2529344982873805810,3,1.27,0.42,1.01,3,0,0,0,0,0,SELECT EXISTS ( SELECT $1 FROM pg_locks WHERE locktype = $2 AND (classid::bigint << $3 | objid::bigint) = hashtext($4)::bigint ) as is_in_progress
1322086637474572806,11,1.13,0.10,0.21,11,189,0,0,0,4299,"UPDATE ""users"" AS users SET ""last_sign_in_at"" = $1, ""updated_at"" = $2 WHERE users.id = $3"
-7212971466811909104,3,1.09,0.36,0.38,1473,0,0,0,0,0,SELECT word FROM pg_get_keywords()
2349365507609711936,2,1.07,0.54,0.55,364,66,0,0,0,0,"select t.oid, case when nsp.nspname in ($1, $2) then t.typname else nsp.nspname||$3||t.typname end from pg_type t left join pg_type base_type on t.typelem=base_type.oid left join pg_class base_cls ON base_type.typrelid = base_cls.oid left j"
-8858865525908234792,10,1.06,0.11,0.14,10,0,0,0,0,0,"SELECT version(), current_setting($1) :: int8 AS version_number, ( SELECT COUNT(*) AS active_connections FROM pg_stat_activity ) AS active_connections, current_setting($2) :: int8 AS max_connections"
4066746847679673467,1,1.02,1.02,1.02,5,173,0,0,0,0,"SELECT schemaname, tablename FROM pg_publication_tables WHERE pubname = $1"
-1632729103947873238,109,1.00,0.01,0.03,0,218,0,0,0,0,"SELECT mfa_factors.created_at, mfa_factors.factor_type, mfa_factors.friendly_name, mfa_factors.id, mfa_factors.last_challenged_at, mfa_factors.last_webauthn_challenge_data, mfa_factors.phone, mfa_factors.secret, mfa_factors.status, mfa_fact"
-4387738602770036891,13,0.99,0.08,0.27,13,117,0,0,0,4685,"UPDATE ""users"" AS users SET ""confirmation_token"" = $1, ""email_confirmed_at"" = $2, ""updated_at"" = $3 WHERE users.id = $4"
-8648660022750982278,29,0.84,0.03,0.08,14,44,0,0,0,102,"SELECT users.aud, users.banned_until, users.confirmation_sent_at, users.confirmation_token, users.confirmed_at, users.created_at, users.deleted_at, users.email, users.email_change, users.email_change_confirm_status, users.email_change_sent_"
-6241503618561326979,14,0.79,0.06,0.08,14,70,0,0,0,5326,"UPDATE ""users"" AS users SET ""raw_user_meta_data"" = $1, ""updated_at"" = $2 WHERE users.id = $3"
