queryid,calls,total_ms,mean_ms,max_ms,rows,shared_blks_hit,shared_blks_read,temp_blks_read,temp_blks_written,wal_bytes,query_sample
-1250769671524502037,2,60.32,30.16,30.32,0,237,0,0,0,0,"COPY public.merge_rules (id, from_a, from_b, to_capacity, enabled, require_same_zone, require_adjacency, cross_category_merge, created_at, updated_at) FROM stdin"
-7636120669495855217,1,27.67,27.67,27.67,1,0,0,0,0,58,"SELECT labelfile, spcmapfile, lsn FROM pg_backup_stop($1)"
5299301975933694258,160,3782.44,23.64,39.02,4407,350822,242,0,0,51084,"WITH -- Recursively get the base types of domains base_types AS ( WITH RECURSIVE recurse AS ( SELECT oid, typbasetype, typnamespace AS base_namespace, COALESCE(NULLIF(typbasetype, $3), oid) AS base_type FROM pg_type UNION SELECT t.oid, b.ty"
8244733434978723160,2,44.89,22.44,29.64,59,7828,0,0,0,0,"with tables as ( SELECT c.oid :: int8 AS id, nc.nspname AS schema, c.relname AS name, c.relrowsecurity AS rls_enabled, c.relforcerowsecurity AS rls_forced, CASE WHEN c.relreplident = $1 THEN $2 WHEN c.relreplident = $3 THEN $4 WHEN c.relrep"
8155291966402198186,2,43.73,21.87,25.98,2,0,0,0,0,100,"select case when not exists ( select $2 from pg_replication_slots where slot_name = $1 ) then ( select $3 from pg_create_logical_replication_slot($1, $4, $5) ) else $6 end"
6899829032549089367,1,20.50,20.50,20.50,0,655,12,0,0,16812,"DO $$ BEGIN IF NOT EXISTS(SELECT * FROM information_schema.constraint_column_usage WHERE table_schema = 'auth' and table_name='refresh_tokens' and constraint_name='refresh_tokens_token_unique') THEN ALTER TABLE ""auth"".""refresh_tokens"" ADD C"
-7497515440265900753,1,15.67,15.67,15.67,0,1858,9,0,0,27498,DO $$ BEGIN IF EXISTS (SELECT 1 FROM information_schema.columns WHERE table_name = 'buckets' AND column_name = 'max_file_size_kb') THEN IF NOT EXISTS (SELECT 1 FROM information_schema.columns WHERE table_name = 'buckets' AND column_name = '
-1368919766788970690,160,2358.71,14.74,29.98,11142,286192,85,0,0,19730,"WITH -- Recursively get the base types of domains base_types AS ( WITH RECURSIVE recurse AS ( SELECT oid, typbasetype, typnamespace AS base_namespace, COALESCE(NULLIF(typbasetype, $2), oid) AS base_type FROM pg_type UNION SELECT t.oid, b.ty"
-7001631309158697374,1,14.58,14.58,14.58,0,454,28,0,0,103141,"-- alter user schema ALTER TABLE auth.users ADD COLUMN IF NOT EXISTS phone VARCHAR(15) NULL UNIQUE DEFAULT NULL, ADD COLUMN IF NOT EXISTS phone_confirmed_at timestamptz NULL DEFAULT NULL, ADD COLUMN IF NOT EXISTS phone_change VARCHAR(15) NU"
-4750849476906528373,1,14.16,14.16,14.16,30,5317,0,0,0,0,"select n.nspname as schema, c.relname as table, c.reltuples::bigint as est_rows, pg_size_pretty(pg_total_relation_size(c.oid)) as total_size, pg_size_pretty(pg_relation_size(c.oid)) as table_size, pg_size_pretty(pg_indexes_size(c.oid)) as i"
8487862576617930575,7,94.61,13.52,30.08,7,12391,39,0,0,21002,"DELETE FROM ""users"" AS users WHERE users.id = $1"
-9031200663809152524,1,12.93,12.93,12.93,0,731,2,0,0,37077,"DO $$ DECLARE is_multitenant bool = COALESCE(current_setting('storage.multitenant', true), 'false')::boolean; anon_role text = COALESCE(current_setting('storage.anon_role', true), 'anon'); authenticated_role text = COALESCE(current_setting("
-1720764314978235132,3,37.48,12.49,12.89,260,18754,0,0,0,0,"SELECT tbl.schemaname, tbl.tablename, tbl.quoted_name, tbl.is_table, json_agg(a) as columns FROM ( SELECT n.nspname as schemaname, c.relname as tablename, (quote_ident(n.nspname) || $1 || quote_ident(c.relname)) as quoted_name, $2 as is_tab"
7460466373297018969,1,12.20,12.20,12.20,0,1261,10,0,0,101957,"-- adds confirmed at ALTER TABLE auth.users ADD COLUMN IF NOT EXISTS confirmed_at timestamptz GENERATED ALWAYS AS (LEAST (users.email_confirmed_at, users.phone_confirmed_at)) STORED"
-7829172739439062392,1,11.78,11.78,11.78,0,665,10,0,0,47653,"-- adds identities table CREATE TABLE IF NOT EXISTS auth.identities ( id text NOT NULL, user_id uuid NOT NULL, identity_data JSONB NOT NULL, provider text NOT NULL, last_sign_in_at timestamptz NULL, created_at timestamptz NULL, updated_at t"
-6893076640696223925,1,10.28,10.28,10.28,102,1582,0,0,0,0,"SELECT pol.oid :: int8 AS id, n.nspname AS schema, c.relname AS table, c.oid :: int8 AS table_id, pol.polname AS name, CASE WHEN pol.polpermissive THEN $1 :: text ELSE $2 :: text END AS action, CASE WHEN pol.polroles = $3 :: oid [] THEN arr"
4632321479443080089,1,9.27,9.27,9.27,0,1170,3,0,0,34062,"DO $$ DECLARE is_multitenant bool = COALESCE(current_setting('storage.multitenant', true), 'false')::boolean; drop_constraint_sql text; BEGIN IF is_multitenant = false THEN ALTER TABLE storage.iceberg_namespaces DROP CONSTRAINT IF EXISTS ic"
-7364921848336621885,1,7.98,7.98,7.98,1,691,7,0,0,0,"with r as (select id from public.restaurants order by name asc limit $1) select (public.ops_email_delivery_attempts_summary((select id from r), $2, $3, $4, $5, $6, $7, $8)).total"
4503289589550455662,1,7.65,7.65,7.65,0,279,10,0,0,3134,do $$ begin if not exists (select constraint_name from information_schema.table_constraints where table_schema = 'auth' and table_name = 'mfa_amr_claims' and constraint_name = 'amr_id_pk') then alter table auth.mfa_amr_claims add constraint
-8780260873912757428,1,6.98,6.98,6.98,0,3,0,0,0,4475,ALTER USER supabase_admin WITH PASSWORD 'syZPPRhXaVebxtSNyZwXRuEzOefUXKAg'
3571315427016148466,1,6.96,6.96,6.96,0,1048,0,0,0,10327,"-- Grant a given auth user ""owner"" access to all restaurants. -- Assumes the auth user already exists in auth.users. do $$ declare v_email text := 'amanshresthaaaaa@gmail.com'; v_user_id uuid; v_name text; v_role public.restaurant_membershi"
2398271424837524098,1,6.86,6.86,6.86,0,1043,0,0,0,36313,"do $$ begin create table if not exists auth.one_time_tokens ( id uuid primary key, user_id uuid not null references auth.users on delete cascade, token_type auth.one_time_token_type not null, token_hash text not null, relates_to text not nu"
8977916164371171402,1,6.44,6.44,6.44,0,3,0,0,0,395,ALTER ROLE supabase_read_only_user WITH PASSWORD 'IhBUGuuuKzKsOPZclfogfMiDshrvvScN'
-267265658546672857,1,6.27,6.27,6.27,0,1087,6,0,0,47754,"create table if not exists realtime.subscription ( -- Tracks which users are subscribed to each table id bigint not null generated always as identity, user_id uuid not null, -- Populated automatically by trigger. Required to enable auth.ema"
838895327890594701,1,5.78,5.78,5.78,0,17,0,0,0,372,ALTER USER pgbouncer WITH LOGIN PASSWORD 'oUgtnnmetIXsswEtryALvZjWdlHkwClw'
-2856737716316869234,1,5.70,5.70,5.70,0,3,0,0,0,395,ALTER USER pgbouncer WITH PASSWORD 'oUgtnnmetIXsswEtryALvZjWdlHkwClw'
-1134513631853285364,1,5.69,5.69,5.69,0,3,0,0,0,395,ALTER USER postgres WITH PASSWORD 'nhQbN_V0zX9bkb8NqUMPexQhd8SDelFH'
8178905018435569836,1,5.69,5.69,5.69,0,3,0,0,0,395,ALTER USER supabase_replication_admin WITH PASSWORD 'MztSeCnQZeJyPaJSurpLiIaknrteznhK'
